ticker,company_name,skip,category,monthly_page_url,adapter_note,updated_at,css_selector,link_text_pattern,link_href_pattern,type,format
2751,(株)テンポスホールディングス,False,excluded,https://tenpos.co.jp/ir/,自動生成。ページ: https://tenpos.co.jp/ir/ / リンク57件検出,2026-03-16,,,.*\.(pdf),scrape_links,v2
2752,フジオフードグループ本社,False,active,https://www.fujiofood.com/ir/library/report.php,eIRシステム（動的ロード）。URL: https://www.fujiofood.com/ir/library/report.php,2026-03-16T19:13:46+09:00,,,,eir_api,v2
2753,あみやき亭,False,active,https://amiyakitei.co.jp/ir/ir_monthly/,月次売上前年比較推移表PDF。ir/ir_monthly/ページから直接リンク。,2026-03-17,,月次売上,,scrape_links,v2
2769,(株)ヴィレッジヴァンガードコーポレーション,False,active,https://www.village-v.co.jp/company/ir/sales_trend/,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,.*\.(pdf|xlsx|xls),html_table,v2
2789,カルラ,False,active,http://www.re-marumatu.co.jp/tousikajyouhou/sokuhou.html,自動生成。ページ: http://www.re-marumatu.co.jp/tousikajyouhou/sokuhou.html / リンク157件検出,2026-03-16,,\d{4},/tousikajyouhou/library.*\.(pdf),scrape_links,v2
2790,ナフコ,False,active,https://www.nafco.tv/ir/financial/monthly.html,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,.*\.(pdf|xlsx|xls),html_table,v2
2791,大黒天物産,False,active,https://www.e-dkt.co.jp/ir/,自動生成。ページ: https://www.e-dkt.co.jp/ir/ / リンク35件検出,2026-03-16,,,.*\.(pdf),scrape_links,v2
2792,ハニーズホールディングス,True,no_links_confirmed,http://www.honeys.co.jp/ir/monthly/,月次ページリンク 4 件検出、サブページ踏み込み後にDLリンク無し（best=https://shikiho.toyokeizai.net/news/search/category?query=%E6%9C%88%E6%AC%A1%E5%A0%B1%E5%91%8A%E6%9B%B8%E9%80%9F%E5%A0%B1）,2026-04-21,,,.*\.(pdf|xlsx|xls),,v2
2818,ピエトロ,False,active,http://www.pietro.co.jp/ir/monthly/,月次PDFリンク8件検出 best=http://www.pietro.co.jp/assets/upload/newsrelease/newsrelease_20260331.pdf,2026-04-21,,PDF,/assets/upload.*\.(pdf),scrape_links,v2
2910,ロック・フィールド,False,active,http://www.rockfield.co.jp/ir/library/monthly/,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,/ir/pdf/mt\-managementplan\.pdf,html_table,v2
2914,ＪＴ,False,excluded,https://www.jti.co.jp/investors/index.html,自動生成。ページ: https://www.jti.co.jp/investors/index.html / リンク5件検出,2026-03-16,,PDF,/investors/library.*\.(pdf),scrape_links,v2
2998,クリアル,True,no_links_confirmed,https://corp.creal.jp/ir/,月次ページリンク 3 件検出、サブページ踏み込み後にDLリンク無し（best=https://shikiho.toyokeizai.net/news/search/category?query=%E6%9C%88%E6%AC%A1%E5%A0%B1%E5%91%8A%E6%9B%B8%E9%80%9F%E5%A0%B1）,2026-04-21,,,,,v2
3010,ポラリス・ホールディングス,False,active,https://www.pictet.co.jp/fund/polaris.html,月次PDFリンク1件検出 best=https://www.pictet.co.jp/content/dam/pamweb/jp/ja/fund/polaris/fund-detail-document/polaris-Monthly-Report-20260331.pdf,2026-04-21,,,,scrape_links,v2
3028,アルペン,False,active,"https://shikiho.toyokeizai.net/news/0/466904#:~:text=%E5%A3%B2%E4%B8%8A%E9%AB%98%E3%81%AF525%E5%84%84,%E5%85%A8%E8%88%AC%E7%9A%84%E3%81%AB%E4%BD%8E%E8%BF%B7%E3%81%97%E3%81%9F%E3%80%82",月次PDFリンク1件検出 best=https://www.rentracks.co.jp/ir/library/pdf/21th/2026_03_03_monthly.pdf,2026-04-21,,,.*\.(pdf|xlsx|xls),scrape_links,v2
3030,(株)ハブ,False,active,https://www.pub-hub.co.jp/ir/month.html,IRサイトはpub-hub.co.jp（.comとは別ドメイン）。月次データは irstreet CMS（JS描画）。PDF URL: ircms.irstreet.com/contents/data_file.php?template=1565&brand=87&data=XXXXXX。Playwright必須。,2026-03-16,,,ircms\.irstreet\.com/contents/data_file\.php,playwright_required,v2
3034,クオールホールディングス,False,active,https://www.qolhd.co.jp/ir/finance.html,eIRシステム検出。コード=3034,2026-04-21,,,.*\.(pdf|xlsx|xls),eir_api,v2
3041,ビューティカダンホールディングス,True,excluded,https://www.beauty-kadan.co.jp/ir/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
3045,(株)カワサキ,True,excluded,https://kawasaki-corp.co.jp/ir/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
3048,ビックカメラ,False,active,https://www.biccamera.co.jp/ir/library/index5.html,HTML表に月次データ検出。table_selector要調整,2026-04-21,,月次|速報|20\d\d年\d+月,.*\.(pdf|xlsx|xls),html_table,v2
3050,ＤＣＭホールディングス,False,active,https://www.dcm-hldgs.co.jp/grp/ir/performance/monthly-report.html,自動生成。ページ: https://www.dcm-hldgs.co.jp/grp/ir/performance/monthly-report.html / リンク18件検出,2026-03-16,,,/grp/pdf/grp/ir/performance/monthly\-report.*\.(pdf),scrape_links,v2
3053,ペッパーフードサービス,False,active,http://www.pepper-fs.co.jp/ir/monthly_report/library.php,月次PDFリンク3件検出 best=http://www.pepper-fs.co.jp/_img/ir/monthly_report/2026/PFS20260414.pdf,2026-04-21,,\d{4},/_img/ir/monthly_report/2026.*\.(pdf),scrape_links,v2
3068,ＷＤＩ,False,active,http://www.wdi.co.jp/ir/monthly.html,eIRシステム（動的ロード）。URL: http://www.wdi.co.jp/ir/monthly.html,2026-03-16T19:13:46+09:00,,,,eir_api,v2
3069,ＪＦＬＡホールディングス,True,excluded,http://j-fla.com/ir/monthly/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
3070,ジェリービーンズグループ,True,excluded,https://www.jelly-beans-group.co.jp/ir/,eIRシステム（動的ロード）。URL: https://www.jelly-beans-group.co.jp/ir/,2026-03-16T19:13:46+09:00,,,,eir_api,v2
3080,ジェーソン,True,no_links_confirmed,http://www.jason.co.jp/ir/monthly/,月次ページリンク 2 件検出、サブページ踏み込み後にDLリンク無し（best=N/A）,2026-04-21,,,.*\.(pdf|xlsx|xls),,v2
3083,スターシーズ,False,active,https://starseeds.co.jp/ir,eIRシステム検出。コード=3083,2026-04-12,,月次|速報,,eir_api,v2
3085,,True,excluded,,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
3086,Ｊ．フロント　リテイリング,False,active,http://www.j-front-retailing.com/ir/finance/monthly.html,自動生成。ページ: http://www.j-front-retailing.com/ir/finance/monthly.html / リンク138件検出,2026-03-16,,PDF,.*\.(pdf),scrape_links,v2
3087,(株)ドトール・日レスホールディングス,False,active,https://www.dnh.co.jp/ir/monthly/,自動生成。ページ: https://www.dnh.co.jp/html/ir03.html / リンク1件検出,2026-03-16,,月次,.*\.(pdf|xlsx|xls),scrape_links,v2
3088,マツキヨココカラ＆カンパニー,False,active,https://www.matsukiyococokara.com/ir/finance/proceeds/,自動生成。ページ: https://www.matsukiyococokara.com/ir/finance/proceeds/ / リンク5件検出,2026-03-16,,\d{4},/ir/pdf\-cms.*\.(pdf),scrape_links,v2
3094,スーパーバリュー,True,excluded,https://www.supervalue.jp/ir/monthlydata.html,[excluded] 上場廃止 2026-01-05 (TOB) (2026-04-17) | 旧note: 月次ページ発見（サブページ）: https://www.supervalue.jp/,2026-04-20,,,.*\.(pdf|xlsx|xls),scrape_links,v2
3098,,True,excluded,,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
3136,,True,excluded,https://duckduckgo.com/ir/monthly.html,SPA/JavaScriptレンダリング。静的HTMLにコンテンツなし。URL: https://duckduckgo.com/ir/monthly.html,2026-03-15,,,,,v1
3148,(株)クリエイトＳＤホールディングス,False,active,http://www.createsdhd.co.jp/ir/monthly/,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,.*\.(pdf|xlsx|xls),html_table,v2
3169,ミサワホーム,False,active,https://www.misawa.co.jp/corporate/irinfo/,受注速報PDF。最新年度は月別(2026/MM.pdf)、過去年度は年間1ファイル(YYYY.pdf)。URL: /corporate/irinfo/pdf/sokuhou/YYYY[/MM].pdf,2026-03-16,,,/corporate/irinfo/pdf/sokuhou/,scrape_links,v2
3196,ホットランドホールディングス,False,active,https://hotland.co.jp/ir/,eIRシステム検出。コード=3196,2026-04-21,,月次|売上|チェーン|来店|客数,.*\.(pdf|xlsx|xls),eir_api,v2
3197,すかいらーくホールディングス,False,active,https://corp.skylark.co.jp/ir/financial/performance/,eIRシステム（動的ロード）。URL: https://corp.skylark.co.jp/ir/financial/performance/,2026-03-16T19:13:46+09:00,,,,eir_api,v2
3222,ユナイテッド・スーパーマーケット・ホールディングス,False,active,https://www.usmh.co.jp/ir/monthly_reports,月次ページ発見（サブページ）: https://www.usmh.co.jp/,2026-04-12,,,/ir.*\.(pdf|xlsx|xls),scrape_links,v2
3224,ゼネラル・オイスター,True,excluded,https://oysterbar.co.jp/,no_links_confirmed,2026-03-25T03:47:59.509505+09:00,,,,,v2
3266,(株)ファンドクリエーショングループ,False,active,https://www.fcg-r.co.jp/ir/financial/monthly/,旧 fc-group.co.jp が 404 → fcg-r.co.jp に変更 (2026-03-24 Round8),2026-03-24,,,.*\.(pdf|xlsx|xls),scrape_links,v2
3329,東和フードサービス,False,active,http://www.towafood-net.co.jp/ir/monthly/,自動生成。ページ: http://www.towafood-net.co.jp/ir/monthly/ / リンク10件検出,2026-03-16,,売上,/wp\-content/uploads.*\.(pdf),scrape_links,v2
3349,コスモス薬品,True,error,https://www.cosmospc.co.jp/ir_monthly.php,error: timeout,2026-04-12,,,.*\.(pdf|xlsx|xls),,v2
3359,ｃｏｔｔａ,True,excluded,https://www.cotta.jp/business.php,ddg_search: [PDF] 2021 年9月の月次業績に関するお知らせ,2026-04-05T14:21:38.743512+09:00,,,,,v2
3370,フジタコーポレーション,False,active,https://www.fujitacorp.co.jp/main/irinfo/irp07,JS動的ページ。Playwright必須。月次売上速報PDFを/files/YYYYMMDATAで提供,2026-03-17,,,/files/.*DATA.pdf,scrape_links,v2
3382,セブン＆アイ・ホールディングス,False,active,http://www.7andi.com/ir/financial/monthly_highlight.html,自動生成。ページ: http://www.7andi.com/ir/financial/monthly_highlight.html / リンク11件検出,2026-03-16,,\d{4},/ir/file/financial/mh.*\.(xlsx),scrape_links,v2
3395,サンマルクホールディングス,False,active,https://www.saint-marc-hd.com/hd/ir/topics/,月次PDFリンク1件検出 best=https://static.saint-marc-hd.com/upload/irnews/358/20260413.pdf,2026-04-21,,\d{4},/upload/irnews.*\.(pdf),scrape_links,v2
3397,トリドールホールディングス,False,active,https://www.toridoll.com/ir/finance/report/,月次PDFリンク1件検出 best=https://files.microcms-assets.io/assets/f30f9e21e8d64c57996ea55a4f9dc3dc/84c83ac6f18f4908a61769d1c0408870/monthly-sales-report_2603.xlsx,2026-04-21,,,/assets/f30f9e21e8d64c57996ea55a4f9dc3dc/a6d772a9baad48beab8ed0d140369fcb/monthly\-sales\-report_2602\.xlsx,scrape_links,v2
3399,丸千代山岡家,False,active,http://www.yamaokaya.com/ir/monthly/,月次PDFリンク1件検出 best=http://www.yamaokaya.com/data/allergies.pdf,2026-04-21,,,/data/allergies\.pdf,scrape_links,v2
3407,旭化成,False,excluded,https://www.asahi-kasei.com/jp/ir/library/finance/index.html,IRライブラリ財務情報,2026-03-16,,,,scrape_links,v2
3457,Ａｎｄ　Ｄｏホールディングス,False,active,https://www.housedo.co.jp/and-do/ir/,eIRシステム検出。コード=3457,2026-03-16,,,,eir_api,v2
3543,(株)コメダホールディングス,False,active,http://www.komeda-holdings.co.jp/ir/monthly.html,eIRシステム（動的ロード）。URL: http://www.komeda-holdings.co.jp/ir/monthly.html,2026-03-16T20:26:36+09:00,,月次,.*\.(pdf|xlsx|xls),scrape_links,v2
3544,サツドラホールディングス,False,active,http://www.satudora-hd.co.jp/ir/monthly/,eIRシステム（動的ロード）。URL: http://www.satudora-hd.co.jp/ir/monthly/,2026-03-16T19:13:46+09:00,,,,eir_api,v2
3548,(株)バロックジャパンリミテッド,True,no_links_confirmed,https://irpocket.com/3548/chart/data3.pdf,月次ページリンク 45 件検出、サブページ踏み込み後にDLリンク無し（best=https://www.baroque-global.com/jp/ir/monthly#pagetop）,2026-04-21,,,.*\.(pdf|xlsx|xls),,v2
3561,力の源ホールディングス,False,active,http://www.chikaranomoto.com/ir/library/monthly/,月次ページ発見（サブページ）: http://www.chikaranomoto.com/,2026-04-12,,,.*\.(pdf|xlsx|xls),scrape_links,v2
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,False,active,https://food-and-life.co.jp/ir/monthly/,月次PDFリンク5件検出 best=https://food-and-life.co.jp/wp-content/uploads/2024/12/medium_term_plan_2024.pdf,2026-04-21,,,/wp\-content/uploads.*\.(pdf),scrape_links,v2
3591,ワコールホールディングス,False,active,http://www.wacoalholdings.jp/ir/financial/monthly.html,月次PDFリンク4件検出 best=http://www.wacoalholdings.jp/ir/files/ESG_DATABOOK.pdf,2026-04-21,,,.*\.(pdf|xlsx),scrape_links,v2
3624,,True,excluded,,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
3649,ファインデックス,True,error,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20251113/20251113500151.pdf,"error: Page.goto: Download is starting
Call log:
  - navigating to ""https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20251113/20251113500151.pdf"", waiting until ""load""
",2026-04-21,,,/ir/pdf.*\.(pdf),,v2
3674,オークファン,True,excluded,https://aucfan.co.jp/ir/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
3678,メディアドゥ,True,excluded,https://mediado.jp/ir/,[excluded] BC月次データ 2024-03 以降停止（管理対象外判断 2026-04-17） (2026-04-17) | 旧note: ddg_gemini: 株式会社メディアドゥの公式サイトに掲載されている「2024年3月次 電子書籍流通額成長率レポート」であり、月次での主要KPI開示に該当す,2026-04-20,,,,scrape_links,v2
3691,,True,excluded,,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
3834,朝日ネット,False,active,https://asahi-net.jp/,eIRシステム検出。コード=3834,2026-04-21,,\d{4},/doc/3834/tdnet/2745429/00\.pdf,eir_api,v2
3901,マークラインズ,True,skip,https://www.marklines.com/ja/ir/,ddg_search: 米国の自動車販売台数（月別・モデル別）最新データ｜2025年12月,2026-04-05T14:21:38.976386+09:00,,,,,v2
3902,メディカル・データ・ビジョン,False,active,https://www.mdv.co.jp/ir/library/,eIRシステム検出。コード=3902,2026-04-21,,,,eir_api,v2
3910,エムケイシステム,True,excluded,http://www.mks.jp/company/ir-information/ir-library/,no_links_confirmed,2026-04-21,,,/xcontents/AS97180.*\.(pdf),,v2
3927,フーバーブレイン,False,excluded,https://www.fuva-brain.co.jp/ir/,eIRシステム（動的ロード）。URL: https://www.fuva-brain.co.jp/ir/,2026-03-16T19:13:46+09:00,,,,eir_api,v2
3931,バリューゴルフ,False,active,https://corp.valuegolf.co.jp/,eIRシステム（動的ロード）。URL: https://corp.valuegolf.co.jp/,2026-03-16T19:13:46+09:00,,,,eir_api,v2
4014,(株)カラダノート,True,excluded,https://corp.karadanote.jp/ir,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
4019,スタメン,True,excluded,https://stmn.co.jp/ir/library,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
4177,i-plug,False,active,https://note.com/iplug_ir/n/n607c03ab8c9c,eIRシステム検出。コード=4177,2026-04-21,,,/doc/4177/tdnet/.*\.pdf,eir_api,v2
417A,ブルーゾーンホールディングス,False,active,https://www.bluezonesholdings.co.jp/ir/finance/monthly.html,月次PDFリンク15件検出 best=https://contents.xj-storage.jp/xcontents/82790/cd308bef/1891/48b6/a10d/20a72b3f1207/20250502172957438s.pdf,2026-04-21,,,,scrape_links,v2
4199,ワンダープラネット,True,excluded,https://wonderpla.net/ir/monthly/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
4204,積水化学工業,False,active,https://www.sekisui.co.jp/ir/,自動生成。ページ: https://www.sekisui.co.jp/ir/ / リンク5件検出,2026-03-16,,,.*\.(pdf),scrape_links,v2
4245,ダイキアクシス,True,excluded,http://www.daiki-axis.com/ir/monthly/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
4343,イオンファンタジー,False,active,https://www.fantasy.co.jp/company/ircontent/library/library_09.html,自動生成。ページ: https://www.fantasy.co.jp/company/ircontent/library/library_09.html / リンク83件検出,2026-03-16,,\d{4},/company.*\.(pdf),scrape_links,v2
4350,メディカルシステムネットワーク,True,excluded,https://job.career-tasu.jp/corp/00107136/,excluded (2026-04-24): 月次開示無し,2026-04-24,,,,html_table,v2
4393,バンク・オブ・イノベーション,True,excluded,https://boi.jp/ir/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
4431,スマレジ,False,active,https://corp.smaregi.jp/ir/,eIRシステム（動的ロード）。URL: https://corp.smaregi.jp/ir/,2026-03-16T19:13:46+09:00,,,,eir_api,v2
4523,エーザイ,True,skip,,エーザイ,2026-03-16T19:20:37+09:00,,,,skip,v2
