TICKER,COMPANY_NAME,DISCLOSURE_TYPE,IR_URL,NOTES,UPDATED_AT
8622,水戸証券,c,https://www.mito.co.jp/inquiry/ir.html,処理不要（structure.jsonなし・月次開示確認不可）,2026-03-14
8624,いちよし証券,c,https://www.ichiyoshi.co.jp/stockholder,処理不要（structure.jsonなし・月次開示確認不可）,2026-03-14
8628,松井証券,c,https://www.matsui.co.jp/company/ir/disclosure/business/,月次業績開示（売買代金・口座数・信用残高）を毎月開示,2026-03-11
8700,丸八証券,c,,処理不要（structure.jsonなし・月次開示確認不可）,2026-03-14
8706,極東証券,c,https://www.kyokuto-sec.co.jp/ir/,処理不要（structure.jsonなし・月次開示確認不可）,2026-03-14
8707,岩井コスモホールディングス,c,https://www.iwaicosmo-hd.jp/ir/,処理不要（structure.jsonなし・月次開示確認不可）,2026-03-14
8708,アイザワ証券グループ,c,https://www.aizawa.co.jp/ir/,処理不要（structure.jsonなし・月次開示確認不可）,2026-03-14
8739,スパークス・グループ,c,https://www.sparx.jp/ir/,資産運用会社。月次運用残高等開示有無要確認,2026-03-11
8742,小林洋行,c,https://www.kobayashiyoko.com/ir/,商品先物取引・フジトミ証券が中核。月次売買代金等開示有無要確認,2026-03-11
8975,いちごオフィスリート投資法人,c,https://www.ichigo-office.co.jp/ir/,処理不要（structure.jsonなし・月次開示確認不可）,2026-03-14
9904,ベリテ,c,https://www.verite.jp/aboutus/irinfo.html,宝飾品小売。月次販売速報開示有無要確認,2026-03-11
9979,大庄,c,https://www.daisyo.co.jp/company/ir/index.html,居酒屋チェーン（庄や等）。月次既存店売上高を毎月開示,2026-03-11
1430,ファーストコーポレーション,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
2503,キリンホールディングス,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
2659,(株)サンエー,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
2687,(株)シー・ヴイ・エス・ベイエリア,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
2726,(株)パルグループホールディングス,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
2751,(株)テンポスホールディングス,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
2753,(株)あみやき亭,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
2769,(株)ヴィレッジヴァンガードコーポレーション,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
2791,大黒天物産,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
2914,ＪＴ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
3030,(株)ハブ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
3045,(株)カワサキ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
3048,(株)ビックカメラ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
3087,(株)ドトール・日レスホールディングス,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
3094,(株)スーパーバリュー,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
3136,,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
3141,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
3148,(株)クリエイトＳＤホールディングス,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
3266,(株)ファンドクリエーショングループ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
3349,(株)コスモス薬品,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
3543,(株)コメダホールディングス,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
3544,サツドラホールディングス,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
3548,(株)バロックジャパンリミテッド,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
4014,(株)カラダノート,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
5891,(株)魁力屋,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
6028,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
6083,ＥＲＩホールディングス,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
6181,タメニー,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
6191,(株)エアトリ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
6301,コマツ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
6522,(株)アスタリスク,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
6547,(株)グリーンズ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
6580,(株)ライトアップ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
7261,マツダ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
7267,ホンダ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
7512,イオン北海道,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
7513,(株)コジマ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
7514,(株)ヒマラヤ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
7601,(株)ポプラ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
7630,(株)壱番屋,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
8008,４℃ホールディングス,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
8160,(株)木曽路,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
8167,(株)リテールパートナーズ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
8185,(株)チヨダ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
8194,(株)ライフコーポレーション,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
8217,(株)オークワ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
8218,(株)コメリ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
8260,(株)井筒屋,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
8273,(株)イズミ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
8276,(株)平和堂,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
8279,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
9262,(株)シルバーライフ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
9412,(株)スカパーＪＳＡＴホールディングス,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
9522,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
9601,松竹,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
9602,東宝,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
9744,(株)メイテックグループホールディングス,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
9835,(株)ジュンテンドー,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
9861,(株)吉野家ホールディングス,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
9946,ミニストップ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
9983,(株)ファーストリテイリング,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
9993,(株)ヤマザワ,c,,TDnetに月次PDFなし・独自IR開示候補,2026-03-14
1439,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
2026,,c,,処理不要（structure.jsonなし・月次開示確認不可）,2026-03-14
2406,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
2651,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
2675,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
3057,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
3085,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
3098,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
3194,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
3275,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
3960,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
7448,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
7577,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
7618,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
7816,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
8028,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
8168,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
8182,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
8184,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
8287,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
8732,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
8740,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
9062,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
9375,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
9873,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
9945,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
9966,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
3995,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
3999,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
4199,ワンダープラネット,c,,BQ全期間レコードなし・TDnet非使用・独自IR開示候補,2026-03-14
5580,(株)プロディライト,c,,BQ全期間レコードなし・TDnet非使用・独自IR開示候補,2026-03-14
6175,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
6556,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
6752,パナソニック ホールディングス,c,,BQ全期間レコードなし・TDnet非使用・独自IR開示候補,2026-03-14
7086,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
7330,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
7338,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
8000,,c,,処理不要（structure.jsonなし・月次開示確認不可）,2026-03-14
9263,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
9266,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
1379,ホクト,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
1417,ミライト・ワン,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
1419,タマホーム,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
1420,サンヨーホームズ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
1721,コムシスホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
1840,土屋ホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
1873,日本ハウスホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
1878,大東建託,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
1911,住友林業,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
1925,大和ハウス工業,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
1928,積水ハウス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
1951,エクシオグループ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2163,アルトナー,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2267,ヤクルト本社,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2294,柿安本店,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2317,システナ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2429,ワールドホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2433,博報堂ＤＹホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2501,サッポロホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2502,アサヒグループホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2587,サントリー食品インターナショナル,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2590,ダイドーグループホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2593,伊藤園,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2652,まんだらけ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2653,イオン九州,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2664,カワチ薬品,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2668,タビオ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2669,カネ美食品,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2670,エービーシー・マート,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2674,ハードオフコーポレーション,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2686,ジーフット,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2695,くら寿司,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2698,キャンドゥ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2730,エディオン,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2742,ハローズ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2752,フジオフードグループ本社,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2789,カルラ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2790,ナフコ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2792,ハニーズホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2818,ピエトロ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2910,ロック・フィールド,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
2998,クリアル,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3010,ポラリス・ホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3028,アルペン,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3032,ゴルフ・ドゥ,c,,処理不要（官報で月次開示・日経HP未登録）,2026-03-14
3034,クオールホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3041,ビューティカダンホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3050,ＤＣＭホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3053,ペッパーフードサービス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3068,ＷＤＩ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3069,ＪＦＬＡホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3070,ジェリービーンズグループ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3080,ジェーソン,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3083,スターシーズ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3086,Ｊ．フロント　リテイリング,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3088,マツキヨココカラ＆カンパニー,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3169,ミサワ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3196,ホットランドホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3197,すかいらーくホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3222,ユナイテッド・スーパーマーケット・ホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3224,ゼネラル・オイスター,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3329,東和フードサービス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3359,ｃｏｔｔａ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3370,フジタコーポレーション,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3382,セブン＆アイ・ホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3395,サンマルクホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3397,トリドールホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3399,丸千代山岡家,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3407,旭化成,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3457,Ａｎｄ　Ｄｏホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3561,力の源ホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3591,ワコールホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3674,オークファン,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3678,メディアドゥ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3834,朝日ネット,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3901,マークラインズ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3902,メディカル・データ・ビジョン,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3910,エムケイシステム,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3927,フーバーブレイン,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
3931,バリューゴルフ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
4019,スタメン,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
4204,積水化学工業,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
4245,ダイキアクシス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
4343,イオンファンタジー,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
4350,メディカルシステムネットワーク,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
4393,バンク・オブ・イノベーション,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
4431,スマレジ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
4641,アルプス技研,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
4659,エイジス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
4679,田谷,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
4755,楽天グループ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
4839,ＷＯＷＯＷ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
5025,マーキュリー,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
5259,ＢＢＤイニシアティブ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
5938,ＬＩＸＩＬ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
6030,アドベンチャー,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
6195,ホープ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
6197,ソラスト,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
6200,インソース,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
6264,マルマエ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
6412,平和,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
6537,ＷＡＳＨハウス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
6571,キュービーネットホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
6844,新電元工業,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7066,ピアズ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7088,フォーラムエンジニアリング,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7091,リビングプラットフォーム,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7201,日産自動車,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7202,いすゞ自動車,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7203,トヨタ自動車,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7205,日野自動車,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7211,三菱自動車工業,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7269,スズキ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7270,ＳＵＢＡＲＵ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7345,アイ・パートナーズフィナンシャル,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7359,東京通信グループ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7372,デコルテ・ホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7378,アシロ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7412,アトム,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7416,はるやまホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7421,カッパ・クリエイト,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7453,良品計画,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7475,アルビス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7494,コナカ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7502,プラザホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7506,ハウス　オブ　ローゼ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7516,コーナン商事,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7522,ワタミ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7544,スリーエフ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7550,ゼンショーホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7554,幸楽苑,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
