supplier_code,supplier_name,customer_code,customer_name,revenue_pct,source_year,matched_stock_name,match_score,source,relationship
2337,いちご株式会社,NONLISTED,合同会社KURENAI,13.5,2025,SPV,0,edinet_yuho_2025,
2370,株式会社メディネット,NONLISTED,医療法人社団滉志会,55.1,2025,医療法人,0,edinet_yuho_2025,
2370,株式会社メディネット,JNJ,ヤンセンファーマ株式会社,12.6,2025,Johnson & Johnson,100,edinet_yuho_2025,
2432,株式会社ディー・エヌ・エー,NONLISTED,株式会社ポケモン,21.6,2025,任天堂JV・非上場,0,edinet_yuho_2025,
2437,Shinwa Wise Holdings株式会社,NONLISTED,株式会社新生鍍金工業,34.2,2025,非上場,0,edinet_yuho_2025,
2498,株式会社オリエンタルコンサルタンツホールディングス,GOV_MLIT,国土交通省,13.6,2025,GOV_MLIT,100,edinet_yuho_2025,
2498,株式会社オリエンタルコンサルタンツホールディングス,GOV_PH_DOT,フィリピン共和国 運輸省,15.7,2025,GOV_PH_DOT,100,edinet_yuho_2025,
2667,株式会社イメージワン,NONLISTED,ＲＢソーラーアーク合同会社,22.3,2025,SPV,0,edinet_yuho_2025,
2667,株式会社イメージワン,NONLISTED,ＲＢソーラーディタ合同会社,20.1,2025,SPV,0,edinet_yuho_2025,
2980,SREホールディングス株式会社,NONLISTED,赤坂インベストメント・フォー合同会社,10.0,2025,SPV,0,edinet_yuho_2025,
2980,SREホールディングス株式会社,NONLISTED,AI6合同会社,30.1,2025,SPV,0,edinet_yuho_2025,
3123,サイボー株式会社,8267,イオンモール㈱,30.2,2025,イオン,90,edinet_yuho_2025,
3131,シンデン・ハイテックス株式会社,300A,GigaDevice Semiconductor Inc.,27.9,2025,ＭＩＣ,90,edinet_yuho_2025,
3131,シンデン・ハイテックス株式会社,600584.SS,JCET STATS ChipPAC Korea Ltd.,11.7,2025,JCET Group,100,edinet_yuho_2025,
3204,株式会社トーア紡コーポレーション,7209,林テレンプ株式会社,10.6,2025,林テレンプ,100,edinet_yuho_2025,
3204,株式会社トーア紡コーポレーション,7209,林テレンプ㈱,11.2,2025,林テレンプ,100,edinet_yuho_2025,
3245,株式会社ディア・ライフ,NONLISTED,住協建設株式会社,12.1,2025,非上場,0,edinet_yuho_2025,
3252,地主株式会社,4951,エムエル・エステート株式会社,33.5,2025,エステー,90,edinet_yuho_2025,
3252,地主株式会社,8424,芙蓉総合リース株式会社,24.0,2025,芙蓉総合リース,100,edinet_yuho_2025,
3252,地主株式会社,NONLISTED,株式会社九州リースサービス,13.4,2025,九州FG子会社,0,edinet_yuho_2025,
3252,地主株式会社,NONLISTED,ＳＭＦＬみらいパートナーズ株式会社,13.3,2025,三井住友FLグループ子会社,0,edinet_yuho_2025,
3267,株式会社フィル・カンパニー,9246,フィル・パーク鎌倉プロジェクト合同会社,19.5,2025,プロジェクトホールディングス,90,edinet_yuho_2025,
3306,日本製麻株式会社,7269,スズキ㈱,11.3,2025,スズキ,100,edinet_yuho_2025,
3393,スターティアホールディングス株式会社,8591,オリックス株式会社,10.1,2025,オリックス,100,edinet_yuho_2025,
3416,ピクスタ株式会社,AMZN,Amazon.com Services LLC,11.5,2025,Amazon,100,edinet_yuho_2025,
3434,株式会社アルファ,7201,日産自動車株式会社,34.3,2025,日産自動車,100,edinet_yuho_2025,
3436,株式会社ＳＵＭＣＯ,8053,住友商事株式会社,24.8,2025,住友商事,100,edinet_yuho_2025,
3437,特殊電極株式会社,5401,日本製鉄株式会社,17.4,2025,日本製鉄,100,edinet_yuho_2025,
3440,日創グループ株式会社,1802,株式会社大林組,13.8,2025,大林組,90,edinet_yuho_2025,
3441,株式会社　山王,441A,JAE Philippines Inc.,20.7,2025,ＮＥ,90,edinet_yuho_2025,
3441,株式会社　山王,6785,㈱鈴木,10.9,2025,鈴木,90,edinet_yuho_2025,
3490,株式会社アズ企画設計,3264,㈱アスコット,15.2,2025,アスコット,100,edinet_yuho_2025,
3553,共和レザー株式会社,7209,林テレンプ㈱,30.5,2025,林テレンプ,100,edinet_yuho_2025,
3624,アクセルマーク株式会社,NONLISTED,株式会社エイチ・エム・ワイ,12.4,2025,非上場,0,edinet_yuho_2025,
3624,アクセルマーク株式会社,4378,ＣＴＷ株式会社,11.7,2025,ＣＩＮＣ,90,edinet_yuho_2025,
3624,アクセルマーク株式会社,NONLISTED,株式会社フロンテッジ,11.4,2025,電通子会社,0,edinet_yuho_2025,
3625,テックファームホールディングス株式会社,NONLISTED,㈱マイナビ,14.3,2025,非上場,0,edinet_yuho_2025,
3627,テクミラホールディングス株式会社,NONLISTED,ポケトーク株式会社,17.2,2025,非上場,0,edinet_yuho_2025,
3692,株式会社ＦＦＲＩセキュリティ,GOV_MOD,防衛省,11.2,2025,GOV_MOD,100,edinet_yuho_2025,
373A,株式会社リップス,NONLISTED,株式会社大山,39.0,2025,非上場,0,edinet_yuho_2025,
373A,株式会社リップス,AMZN,アマゾンジャパン合同会社,23.5,2025,Amazon,100,edinet_yuho_2025,
373A,株式会社リップス,NONLISTED,中央物産株式会社,12.0,2025,非上場卸,0,edinet_yuho_2025,
3798,ＵＬＳグループ株式会社,2168,㈱パソナ,11.1,2025,パソナグループ,100,edinet_yuho_2025,
3810,サイバーステップ株式会社,9434,ソフトバンク・ペイメント・サービス㈱,15.6,2025,ソフトバンク,90,edinet_yuho_2025,
3840,パス株式会社,NONLISTED,株式会社ＱＶＣジャパン,15.5,2025,非上場,0,edinet_yuho_2025,
3840,パス株式会社,NONLISTED,株式会社ロッピングライフ,12.3,2025,非上場,0,edinet_yuho_2025,
3909,株式会社ショーケース,3774,株式会社インターネットイニシアティブ,20.3,2025,インターネットイニシアティブ,100,edinet_yuho_2025,
3909,株式会社ショーケース,NONLISTED,株式会社オプテージ,16.6,2025,関西電力子会社,0,edinet_yuho_2025,
3920,アイビーシー株式会社,2338,ソリューションズ株式会社,10.0,2025,クオンタムソリューションズ,90,edinet_yuho_2025,
3932,株式会社アカツキ,7217,株式会社バンダイナムコエンターテインメント,70.3,2025,テイン,90,edinet_yuho_2025,
3940,株式会社ノムラシステムコーポレーション,NONLISTED,株式会社ＮＨＫメディアホールディングス,11.7,2025,NHKグループ,0,edinet_yuho_2025,
3940,株式会社ノムラシステムコーポレーション,4849,株式会社ＮＨＫエンタープライズ,10.7,2025,エン,90,edinet_yuho_2025,
3948,光ビジネスフォーム株式会社,8247,㈱大和総研,12.3,2025,大和,90,edinet_yuho_2025,
3992,株式会社ニーズウェル,2269,明治安田システムテクノロジー株式会社,11.4,2025,明治ホールディングス,90,edinet_yuho_2025,
3997,株式会社トレードワークス,NONLISTED,株式会社ＤＭＭ FinTech,10.0,2025,DMM子会社,0,edinet_yuho_2025,
4028,石原産業株式会社,8031,三井物産株式会社,12.3,2025,三井物産,100,edinet_yuho_2025,
4028,石原産業株式会社,8012,長瀬産業株式会社,10.5,2025,長瀬産業,100,edinet_yuho_2025,
4062,イビデン株式会社,300A,Advanced Micro Devices Inc.,11.0,2025,ＭＩＣ,90,edinet_yuho_2025,
4099,四国化成ホールディングス株式会社,PRIVATE_FOREIGN,"Sun Wholesale Supply, Inc.",12.2,2025,Sun Wholesale,100,edinet_yuho_2025,
4120,スガイ化学工業株式会社,4005,住友化学㈱,17.9,2025,住友化学,100,edinet_yuho_2025,
4120,スガイ化学工業株式会社,NONLISTED,日星産業㈱,11.7,2025,非上場商社,0,edinet_yuho_2025,
4124,大阪油化工業株式会社,3402,ダウ・東レ株式会社,30.3,2025,東レ,90,edinet_yuho_2025,
4124,大阪油化工業株式会社,8053,住友商事ケミカル株式会社,15.8,2025,住友商事,90,edinet_yuho_2025,
4124,大阪油化工業株式会社,5020,ENEOS株式会社,11.9,2025,ＥＮＥＯＳホールディングス,100,edinet_yuho_2025,
4174,株式会社アピリッツ,AAPL,Apple Inc.,11.2,2025,Apple,100,edinet_yuho_2025,
4187,大阪有機化学工業株式会社,4185,ＪＳＲ株式会社,13.7,2025,JSR,100,edinet_yuho_2025,
4187,大阪有機化学工業株式会社,4188,三菱ケミカル株式会社,18.0,2025,三菱ケミカルグループ,90,edinet_yuho_2025,
4187,大阪有機化学工業株式会社,NONLISTED,日本レジン株式会社,12.6,2025,非上場,0,edinet_yuho_2025,
4199,ワンダープラネット株式会社,AAPL,Apple Inc.,25.1,2025,Apple,100,edinet_yuho_2025,
4199,ワンダープラネット株式会社,GOOGL,Google LLC,20.9,2025,Google,100,edinet_yuho_2025,
4199,ワンダープラネット株式会社,4478,株式会社ゲームフリーク,12.2,2025,フリー,90,edinet_yuho_2025,
4238,ミライアル株式会社,3436,株式会社ＳＵＭＣＯ.,11.6,2025,SUMCO,100,edinet_yuho_2025,
4238,ミライアル株式会社,8002,丸紅プラックス株式会社,12.7,2025,丸紅,90,edinet_yuho_2025,
4238,ミライアル株式会社,3436,株式会社ＳＵＭＣＯ,11.4,2025,ＳＵＭＣＯ,90,edinet_yuho_2025,
4262,ニフティライフスタイル株式会社,6098,㈱リクルート,45.0,2025,リクルートホールディングス,90,edinet_yuho_2025,
4262,ニフティライフスタイル株式会社,2120,㈱LIFULL,12.4,2025,ＬＩＦＵＬＬ,90,edinet_yuho_2025,
4262,ニフティライフスタイル株式会社,6098,株式会社リクルート,32.8,2025,リクルートホールディングス,90,edinet_yuho_2025,
4262,ニフティライフスタイル株式会社,2120,株式会社LIFULL,13.7,2025,ＬＩＦＵＬＬ,90,edinet_yuho_2025,
4262,ニフティライフスタイル株式会社,NONLISTED,アットホーム株式会社,11.3,2025,非上場,0,edinet_yuho_2025,
4286,株式会社ＣＬホールディングス,7974,任天堂株式会社,13.6,2025,任天堂,100,edinet_yuho_2025,
4335,IPSホールディングス株式会社,6779,日本電波工業株式会社,15.9,2025,日本電波工業,100,edinet_yuho_2025,
4356,応用技術株式会社,2338,ソリューションズ株式会社,11.6,2025,クオンタムソリューションズ,90,edinet_yuho_2025,
4368,扶桑化学工業株式会社,4901_SUB,"FUJIFILM Electronic Materials Taiwan Co.,Ltd.",12.9,2025,Fujifilm EM Taiwan (富士フイルム子会社),100,edinet_yuho_2025,
4382,HEROZ株式会社,NONLISTED,株式会社USEN ICT Solutions,14.6,2025,USEN-NEXT(9418)子会社,0,edinet_yuho_2025,
4382,HEROZ株式会社,AAPL,Apple Inc.,11.1,2025,Apple,100,edinet_yuho_2025,
4403,日油株式会社,7453,㈱良品計画,13.5,2025,良品計画,90,edinet_yuho_2025,
4420,イーソル株式会社,6902,株式会社デンソー,23.0,2025,デンソー,90,edinet_yuho_2025,
4420,イーソル株式会社,6758,ソニー株式会社,13.4,2025,ソニーグループ,90,edinet_yuho_2025,
4436,株式会社ミンカブ・ジ・インフォノイド,NONLISTED,株式会社キョードー大阪,10.68,2025,非上場イベント,0,edinet_yuho_2025,
4449,株式会社ギフティ,9143,PIPO (SG) Pte. Ltd.,11.8,2025,ＳＧホールディングス,90,edinet_yuho_2025,
4495,株式会社アイキューブドシステムズ,9432,株式会社NTTドコモ及びそのグループ会社,46.0,2025,ＮＴＴ,90,edinet_yuho_2025,
4507,塩野義製薬株式会社,5857,ViiV Healthcare Ltd.,54.9,2025,ＡＲＥホールディングス,90,edinet_yuho_2025,
4564,オンコセラピー・サイエンス株式会社,NONLISTED,医療法人慈生会 福岡がん総合クリニック,12.1,2025,医療法人,0,edinet_yuho_2025,
4619,日本特殊塗料株式会社,7203,トヨタ自動車㈱,14.7,2025,トヨタ自動車,100,edinet_yuho_2025,
4657,株式会社  環境管理センター,1861,株式会社熊谷組,19.7,2025,熊谷組,90,edinet_yuho_2025,
4752,株式会社 昭和システムエンジニアリング,NONLISTED,日興システムソリューションズ株式会社,24.0,2025,SMBCグループ子会社,0,edinet_yuho_2025,
4752,株式会社 昭和システムエンジニアリング,8056,ＢＩＰＲＯＧＹ株式会社,11.6,2025,ＢＩＰＲＯＧＹ,100,edinet_yuho_2025,
4772,株式会社ストリームメディアコーポレーション,7860,エイベックス・ライヴ・クリエイティヴ株式会社,26.9,2025,エイベックス,90,edinet_yuho_2025,
4772,株式会社ストリームメディアコーポレーション,441A,株式会社ＯＮ ＴＨＥ ＬＩＮＥ,12.2,2025,ＮＥ,90,edinet_yuho_2025,
4772,株式会社ストリームメディアコーポレーション,NONLISTED,株式会社ＬＩＦＥ ＤＥＳＩＧＮ ＣＯＭＰＡＮＹ,11.3,2025,非上場,0,edinet_yuho_2025,
4777,株式会社ガーラ,441A,"Wemade Connect Co., Ltd.",49.7,2025,ＮＥ,90,edinet_yuho_2025,
4813,株式会社ＡＣＣＥＳＳ,NONLISTED,株式会社集英社,13.1,2025,非上場出版社,0,edinet_yuho_2025,
4840,株式会社トライアイズ,2722,株式会社IKカンパニー,29.2,2025,ＩＫホールディングス,90,edinet_yuho_2025,
4882,株式会社ペルセウスプロテオミクス,NONLISTED,フナコシ株式会社（※）,15.6,2025,試薬代理店・非上場,0,edinet_yuho_2025,
4920,株式会社日本色材工業研究所,NONLISTED,㈱井田ラボラトリーズ,10.5,2025,非上場化粧品,0,edinet_yuho_2025,
4957,ヤスハラケミカル株式会社,5101,横浜ゴム株式会社,10.3,2025,横浜ゴム,100,edinet_yuho_2025,
4972,綜研化学株式会社,2768_SUB,"Sojitz (Shanghai) Co., Ltd.",12.2,2025,Sojitz Shanghai (双日子会社),100,edinet_yuho_2025,
4985,アース製薬株式会社,NONLISTED,㈱大木,10.4,2025,非上場卸,0,edinet_yuho_2025,
5026,株式会社トリプルアイズ,3116,トヨタ紡織株式会社,13.4,2025,トヨタ紡織,100,edinet_yuho_2025,
5028,セカンドサイトアナリティカ株式会社,NONLISTED,SBペイメントサービス株式会社,21.5,2025,SBG子会社,0,edinet_yuho_2025,
5034,株式会社unerry,NONLISTED,株式会社ジョイフル,10.4,2025,2020年上場廃止,0,edinet_yuho_2025,
5034,株式会社unerry,141A,株式会社トライアルカンパニー,10.3,2025,トライアルホールディングス,90,edinet_yuho_2025,
5132,株式会社ｐｌｕｓｚｅｒｏ,3286,株式会社トラストバンク,10.2,2025,トラストホールディングス,90,edinet_yuho_2025,
5216,株式会社倉元製作所,4234,株式会社サンエー化研,24.9,2025,サンエー化研,90,edinet_yuho_2025,
5216,株式会社倉元製作所,7911,ＴＯＰＰＡＮ株式会社,20.2,2025,ＴＯＰＰＡＮホールディングス,100,edinet_yuho_2025,
5244,株式会社jig.jp,AAPL,Apple Inc.,20.12,2025,Apple,100,edinet_yuho_2025,
5244,株式会社jig.jp,GOOGL,Google Inc.,13.56,2025,Google,100,edinet_yuho_2025,
5244,株式会社jig.jp,NONLISTED,株式会社DGフィナンシャル,29.07,2025,デジタルガレージ(4819)子会社,0,edinet_yuho_2025,
5280,ヨシコン株式会社,1799,一建設株式会社,12.8,2025,第一建設工業,90,edinet_yuho_2025,
5280,ヨシコン株式会社,7994,株式会社オカムラ,15.3,2025,オカムラ,90,edinet_yuho_2025,
5341,ＡＳＡＨＩ　ＥＩＴＯホールディングス株式会社,217A,日本ライフサポート㈱,18.4,2025,サポート,90,edinet_yuho_2025,
5446,北越メタル株式会社,8002,伊藤忠丸紅住商テクノスチール㈱,39.6,2025,丸紅,90,edinet_yuho_2025,
5446,北越メタル株式会社,8078,阪和興業㈱,10.9,2025,阪和興業,100,edinet_yuho_2025,
5446,北越メタル株式会社,NONLISTED,エムエム建材㈱,10.3,2025,JFEグループ子会社,0,edinet_yuho_2025,
5609,日本鋳造株式会社,1786,オリエンタル白石株式会社,12.2,2025,オリエンタル白石,100,edinet_yuho_2025,
5857,ＡＲＥホールディングス株式会社,8031,三井物産㈱,32.5,2025,三井物産,100,edinet_yuho_2025,
5906,エムケー精工株式会社,NONLISTED,株式会社イヤサカ,10.2,2025,非上場,0,edinet_yuho_2025,
5928,アルメタックス株式会社,1928,積水ハウス㈱,51.4,2025,積水ハウス,100,edinet_yuho_2025,
5928,アルメタックス株式会社,7857,セキスイハイム工業㈱,10.7,2025,セキ,90,edinet_yuho_2025,
5928,アルメタックス株式会社,1928,積水ハウスリフォーム㈱,10.7,2025,積水ハウス,90,edinet_yuho_2025,
5970,株式会社ジーテクト,7267,本田技研工業㈱,12.7,2025,本田技研工業,100,edinet_yuho_2025,
5970,株式会社ジーテクト,6083,"Honda of America Mfg.,Inc.",10.9,2025,ＥＲＩホールディングス,90,edinet_yuho_2025,
5970,株式会社ジーテクト,4769,"of America, LLC",13.4,2025,ＩＣ,90,edinet_yuho_2025,
6047,株式会社Gunosy,9433,KDDI株式会社,17.2,2025,ＫＤＤＩ,100,edinet_yuho_2025,
6047,株式会社Gunosy,441A,"Mediavine, Inc.",14.0,2025,ＮＥ,90,edinet_yuho_2025,
6047,株式会社Gunosy,GOOGL,Google LLC,11.0,2025,Google,100,edinet_yuho_2025,
6069,トレンダーズ株式会社,4452,花王株式会社,10.3,2025,花王,100,edinet_yuho_2025,
6081,アライドアーキテクツ株式会社,3182,オイシックス・ラ・大地株式会社,18.4,2025,オイシックス・ラ・大地,100,edinet_yuho_2025,
6081,アライドアーキテクツ株式会社,8029,株式会社ブルックス,10.5,2025,ルックホールディングス,90,edinet_yuho_2025,
6104,芝浦機械株式会社,PRIVATE_FOREIGN,"HEFEI GELLEC NEW ENERGY CO.,LTD",11.3,2025,Hefei Gellec,100,edinet_yuho_2025,
6125,株式会社岡本工作機械製作所,1443,ミクロ技研株式会社,12.0,2025,技研ホールディングス,90,edinet_yuho_2025,
6125,株式会社岡本工作機械製作所,6954,ファナック株式会社,10.4,2025,ファナック,100,edinet_yuho_2025,
6264,株式会社マルマエ,5991,日本発条株式会社,25.4,2025,日本発条,100,edinet_yuho_2025,
6264,株式会社マルマエ,8035,東京エレクトロン宮城株式会社,14.8,2025,東京エレクトロン,100,edinet_yuho_2025,
6279,株式会社瑞光,8113,ユニ・チャーム株式会社,13.7,2025,ユニ・チャーム,100,edinet_yuho_2025,
6334,明治機械株式会社,3076,ホクレンくみあい飼料株式会社,23.9,2025,あい　ホールディングス,90,edinet_yuho_2025,
6334,明治機械株式会社,3076,JA全農くみあい飼料株式会社,13.4,2025,あい　ホールディングス,90,edinet_yuho_2025,
6365,株式会社電業社機械製作所,1798,㈱守谷商会,11.0,2025,守谷商会,90,edinet_yuho_2025,
6494,株式会社ＮＦＫホールディングス,7203,トヨタ自動車株式会社,21.3,2025,トヨタ自動車,100,edinet_yuho_2025,
6568,神戸天然物化学株式会社,4551,鳥居薬品株式会社,13.0,2025,鳥居薬品,100,edinet_yuho_2025,
6612,バルミューダ株式会社,PRIVATE_FOREIGN,"THE LIMO Co., Ltd.",18.0,2025,The Limo,100,edinet_yuho_2025,
6612,バルミューダ株式会社,7280,株式会社ミツバ,10.4,2025,ミツバ,90,edinet_yuho_2025,
6615,ユー・エム・シー・エレクトロニクス株式会社,6201,株式会社豊田自動織機,32.9,2025,豊田自動織機,90,edinet_yuho_2025,
6615,ユー・エム・シー・エレクトロニクス株式会社,7751,キヤノン株式会社,14.1,2025,キヤノン,100,edinet_yuho_2025,
6627,株式会社テラプローブ,6723,ルネサス エレクトロニクス株式会社,35.8,2025,ルネサスエレクトロニクス,100,edinet_yuho_2025,
6647,森尾電機株式会社,6503,三菱電機㈱,16.5,2025,三菱電機,100,edinet_yuho_2025,
6647,森尾電機株式会社,GOV_ATLA,防衛装備庁,12.7,2025,GOV_ATLA,100,edinet_yuho_2025,
6677,株式会社エスケーエレクトロニクス,005930.KS,日本サムスン㈱,23.0,2025,Samsung,100,edinet_yuho_2025,
6677,株式会社エスケーエレクトロニクス,3481.TW,Innolux Corporation,10.7,2025,Innolux,100,edinet_yuho_2025,
6769,ザインエレクトロニクス株式会社,3132,株式会社マクニカ,21.3,2025,マクニカホールディングス,90,edinet_yuho_2025,
6769,ザインエレクトロニクス株式会社,8154,加賀電子株式会社,10.6,2025,加賀電子,100,edinet_yuho_2025,
6787,株式会社メイコー,7517,黒田電気株式会社,10.8,2025,黒田電気,100,edinet_yuho_2025,
6804,ホシデン株式会社,7974,任天堂㈱,57.4,2025,任天堂,100,edinet_yuho_2025,
6836,ぷらっとホーム株式会社,3107,ダイワボウ情報システム株式会社,22.8,2025,ダイワボウホールディングス,90,edinet_yuho_2025,
6836,ぷらっとホーム株式会社,4378,ＳＢ Ｃ＆Ｓ株式会社,15.1,2025,ＣＩＮＣ,90,edinet_yuho_2025,
6836,ぷらっとホーム株式会社,9042,アイテック阪急阪神株式会社,11.0,2025,阪急阪神ホールディングス,90,edinet_yuho_2025,
6862,ミナトホールディングス株式会社,3107,ダイワボウ情報システム株式会社,16.5,2025,ダイワボウホールディングス,90,edinet_yuho_2025,
6894,パルステック工業株式会社,8036,株式会社日立ハイテク,19.2,2025,日立ハイテク,100,edinet_yuho_2025,
6927,ヘリオス テクノ ホールディング株式会社,7717,株式会社ブイ・テクノロジー,23.2,2025,ブイ・テクノロジー,90,edinet_yuho_2025,
7050,株式会社フロンティアインターナショナル,4324,株式会社電通,10.0,2025,電通グループ,100,edinet_yuho_2025,
7063,株式会社Birdman,3133,株式会社海帆,25.1,2025,海帆,90,edinet_yuho_2025,
7063,株式会社Birdman,7912,株式会社大日本印刷,15.2,2025,大日本印刷,90,edinet_yuho_2025,
7082,株式会社ジモティー,GOOGL,Google Asia Pacific Pte.Ltd.,37.4,2025,Google,100,edinet_yuho_2025,
7095,株式会社Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,NONLISTED,合同会社DMM.com,24.7,2025,非上場,0,edinet_yuho_2025,
7266,株式会社今仙電機製作所,6083,"NHK Seating of America,Inc.",10.1,2025,ＥＲＩホールディングス,90,edinet_yuho_2025,
7279,株式会社ハイレックスコーポレーション,000270.KS,起亜株式会社,11.4,2025,Kia,100,edinet_yuho_2025,
7279,株式会社ハイレックスコーポレーション,7203,トヨタ自動車株式会社,10.5,2025,トヨタ自動車,100,edinet_yuho_2025,
7291,日本プラスト株式会社,7201,日産自動車㈱,22.8,2025,日産自動車,100,edinet_yuho_2025,
7291,日本プラスト株式会社,6083,"Nissan North America, Inc.",13.5,2025,ＥＲＩホールディングス,90,edinet_yuho_2025,
7456,松田産業株式会社,8031,三井物産株式会社,17.0,2025,三井物産,100,edinet_yuho_2025,
7456,松田産業株式会社,8058,三菱商事RtMジャパン株式会社,11.3,2025,三菱商事,90,edinet_yuho_2025,
7527,株式会社システムソフト,6503,三菱電機ソフトウエア㈱,14.9,2025,三菱電機,90,edinet_yuho_2025,
7565,萬世電機株式会社,6503,三菱電機フィナンシャルソリューションズ㈱,10.9,2025,三菱電機,90,edinet_yuho_2025,
7616,株式会社コロワイド,7412,㈱アトム（百万円）,96.0,2025,アトム,90,edinet_yuho_2025,
7616,株式会社コロワイド,NONLISTED,㈱レインズインターナショナル,92.6,2025,コロワイド子会社,0,edinet_yuho_2025,
7698,株式会社アイスコ,3349,㈱コスモス薬品,15.6,2025,コスモス薬品,90,edinet_yuho_2025,
7698,株式会社アイスコ,7649,スギホールディングス㈱,10.5,2025,スギホールディングス,100,edinet_yuho_2025,
7739,キヤノン電子株式会社,7751,キヤノン㈱,43.9,2025,キヤノン,100,edinet_yuho_2025,
7739,キヤノン電子株式会社,7751_SUB,"Canon Vietnam Co., Ltd",10.6,2025,Canon Vietnam (キヤノン子会社),100,edinet_yuho_2025,
7774,株式会社ジャパン・ティッシュエンジニアリング,3401,帝人リジェネット株式会社,12.5,2025,帝人,90,edinet_yuho_2025,
7878,株式会社　光・彩,NONLISTED,鍛造指輪株式会社,10.1,2025,非上場,0,edinet_yuho_2025,
8059,第一実業株式会社,6752,パナソニックエナジー株式会社,12.9,2025,パナソニック　ホールディングス,90,edinet_yuho_2025,
8150,三信電気株式会社,7974,任天堂株式会社,11.6,2025,任天堂,100,edinet_yuho_2025,
8769,株式会社アドバンテッジリスクマネジメント,8766,東京海上日動火災保険株式会社,10.6,2025,東京海上ホールディングス,90,edinet_yuho_2025,
8789,フィンテック  グローバル株式会社,NONLISTED,神宮前合同会社,16.0,2025,SPV,0,edinet_yuho_2025,
8798,株式会社アドバンスクリエイト,ZURN.SW,チューリッヒ生命保険株式会社,14.6,2025,Zurich Insurance,100,edinet_yuho_2025,
8798,株式会社アドバンスクリエイト,MET,メットライフ生命保険株式会社,18.9,2025,MetLife,100,edinet_yuho_2025,
8818,京阪神ビルディング株式会社,EQIX,エクイニクス・ジャパン㈱,18.2,2025,Equinix,100,edinet_yuho_2025,
8818,京阪神ビルディング株式会社,9434,ソフトバンク㈱,12.4,2025,ソフトバンク,100,edinet_yuho_2025,
8894,株式会社ＲＥＶＯＬＵＴＩＯＮ,NONLISTED,株式会社サンライズ,45.4,2025,非上場,0,edinet_yuho_2025,
8894,株式会社ＲＥＶＯＬＵＴＩＯＮ,NONLISTED,柴田商事株式会社,29.1,2025,非上場,0,edinet_yuho_2025,
8894,株式会社ＲＥＶＯＬＵＴＩＯＮ,NONLISTED,株式会社エヌプランニング,15.4,2025,非上場,0,edinet_yuho_2025,
8894,株式会社ＲＥＶＯＬＵＴＩＯＮ,2749,JP株式会社,14.0,2025,ＪＰホールディングス,100,edinet_yuho_2025,
8894,株式会社ＲＥＶＯＬＵＴＩＯＮ,NONLISTED,株式会社エルザマーケティング,13.7,2025,非上場,0,edinet_yuho_2025,
8927,株式会社明豊エンタープライズ,2337,いちごオーナーズ株式会社,12.8,2025,いちご,90,edinet_yuho_2025,
8938,グローム・ホールディングス株式会社,NONLISTED,医療法人徳洲会,10.2,2025,医療法人,0,edinet_yuho_2025,
